model,latent_dim,beta,final_train_loss_mean,final_train_loss_std,anomaly_rate_mean,anomaly_rate_std,spearman_vs_iso_mean,spearman_vs_iso_std,silhouette_latent_mean,silhouette_latent_std
AE,8,,0.0437069920648715,0.0010901220636116526,0.05000166672222408,0.0,0.743108650303229,0.013465690439621925,0.1863355686267217,0.012255592329944064
AE,16,,0.026416305149102356,0.0008501228720025836,0.05000166672222408,0.0,0.6563497218127253,0.04937442298310058,0.20852142572402954,0.10706694141095592
VAE,8,0.5,0.29197853433965065,0.0009671689340514834,0.05000166672222408,0.0,0.7246614510406576,0.009023682220528791,0.11751377210021019,0.09937673328302005
VAE,8,1.0,0.2919797137738466,0.0009672445915322016,0.05000166672222408,0.0,0.7246880422431339,0.009052182549733381,0.0972398966550827,0.031183596085654963
VAE,8,4.0,0.29197992642884374,0.0009683192722735551,0.05000166672222408,0.0,0.7246732380748728,0.009040026417212068,0.10214929034312566,0.032648432032599775
VAE,16,0.5,0.2919731013388505,0.0009599487895958032,0.05000166672222408,0.0,0.7265387465525451,0.0066717585056592695,0.12364677339792252,0.07003286626394556
VAE,16,1.0,0.29197393157080337,0.0009603709303755238,0.05000166672222408,0.0,0.726537499463941,0.006635353718280589,0.08166901518901189,0.022559077442355017
VAE,16,4.0,0.2919729672752403,0.0009605859921092144,0.05000166672222408,0.0,0.7265095675049893,0.006642296649756198,0.06744397183259328,0.02317174295782731
